Year,Semester,Week_Released,Week_Deadline,Current_Week,Weeks_Left,Weight,Difficulty,Estimated_Hours,Current_Workload,Procrastination_Score,Avg_Delay_History,Urgency,PriorityClass,Task_Type_Exam,Task_Type_Project,Task_Type_Quiz,Task_Type_Report
2,1,3,12,3,9,60,7.5,10,6.80803511,0.437729715,0.444867931,0.000895903,2,False,False,False,False
2,1,2,12,3,9,40,7.0,10,6.80803511,0.437729715,0.444867931,0.000746586,1,True,False,False,False
2,1,3,12,10,2,60,7.0,10,6.80803511,0.437729715,0.444867931,0.242275822,0,False,False,False,False
2,1,1,6,2,4,30,6.5,10,6.80803511,0.437729715,0.444867931,0.036685984,1,False,False,False,True
2,2,3,12,4,8,100,8.8,14,6.80803511,0.437729715,0.444867931,0.001993869,0,False,False,False,False
2,2,1,12,9,3,70,9.5,22,6.80803511,0.437729715,0.444867931,0.117933339,0,False,True,False,False
2,2,3,12,8,4,100,8.6,12,6.80803511,0.437729715,0.444867931,0.048914645,0,False,False,False,False
2,2,2,12,6,6,40,7.5,8,6.80803511,0.437729715,0.444867931,0.008229747,1,True,False,False,False
2,2,3,12,12,0,60,8.0,10,6.80803511,0.437729715,0.444867931,1.0,0,False,False,False,False
1,1,2,12,3,9,100,7.0,8,6.49540423,0.612047408,0.237923261,0.000746586,2,True,False,False,False
1,1,4,12,11,1,100,8.2,12,6.49540423,0.612047408,0.237923261,0.539194757,0,False,False,False,False
1,1,3,11,6,5,100,5.0,7,6.49540423,0.612047408,0.237923261,0.021978767,2,False,False,False,False
1,2,4,11,8,3,60,8.5,12,6.49540423,0.612047408,0.237923261,0.108861544,2,False,False,False,False
1,2,2,12,10,2,40,6.0,6,6.49540423,0.612047408,0.237923261,0.201896518,1,True,False,False,False
1,2,3,12,6,6,100,8.0,12,6.49540423,0.612047408,0.237923261,0.009875696,0,False,False,False,False
1,2,3,12,10,2,60,7.0,9,6.49540423,0.612047408,0.237923261,0.242275822,0,False,False,False,False
1,2,2,12,10,2,40,7.0,8,6.49540423,0.612047408,0.237923261,0.201896518,2,True,False,False,False
2,1,5,12,9,3,100,8.5,12,6.49540423,0.612047408,0.237923261,0.108861544,0,False,False,False,False
2,1,5,12,5,7,40,6.5,6,6.49540423,0.612047408,0.237923261,0.002958291,1,False,False,True,False
2,1,3,12,12,0,60,7.5,10,6.49540423,0.612047408,0.237923261,1.0,0,False,False,False,False
2,1,2,12,5,7,40,7.0,10,6.49540423,0.612047408,0.237923261,0.003697864,1,True,False,False,False
2,1,3,12,3,9,60,7.0,10,6.49540423,0.612047408,0.237923261,0.000895903,2,False,False,False,False
2,1,1,6,3,3,30,6.5,10,6.49540423,0.612047408,0.237923261,0.081646158,1,False,False,False,True
2,2,3,12,11,1,100,8.8,14,6.49540423,0.612047408,0.237923261,0.539194757,0,False,False,False,False
2,2,1,12,4,8,70,9.5,22,6.49540423,0.612047408,0.237923261,0.002160024,2,False,True,False,False
2,2,3,12,7,5,100,8.6,12,6.49540423,0.612047408,0.237923261,0.021978767,0,False,False,False,False
2,2,2,12,8,4,40,7.5,8,6.49540423,0.612047408,0.237923261,0.040762204,1,True,False,False,False
2,2,3,12,7,5,60,8.0,10,6.49540423,0.612047408,0.237923261,0.021978767,2,False,False,False,False
1,1,2,12,3,9,100,7.0,8,6.508151866,0.689741383,0.780658538,0.000746586,2,True,False,False,False
1,1,4,12,7,5,100,8.2,12,6.508151866,0.689741383,0.780658538,0.021978767,0,False,False,False,False
1,1,3,11,11,0,100,5.0,7,6.508151866,0.689741383,0.780658538,1.0,0,False,False,False,False
1,2,4,11,11,0,60,8.5,12,6.508151866,0.689741383,0.780658538,1.0,0,False,False,False,False
1,2,2,12,4,8,40,6.0,6,6.508151866,0.689741383,0.780658538,0.001661557,2,True,False,False,False
1,2,3,12,11,1,100,8.0,12,6.508151866,0.689741383,0.780658538,0.539194757,0,False,False,False,False
1,2,3,12,7,5,60,7.0,9,6.508151866,0.689741383,0.780658538,0.021978767,2,False,False,False,False
1,2,2,12,12,0,40,7.0,8,6.508151866,0.689741383,0.780658538,1.0,0,True,False,False,False
2,1,5,12,7,5,100,8.5,12,6.508151866,0.689741383,0.780658538,0.021978767,0,False,False,False,False
2,1,5,12,9,3,40,6.5,6,6.508151866,0.689741383,0.780658538,0.072574363,2,False,False,True,False
2,1,3,12,12,0,60,7.5,10,6.508151866,0.689741383,0.780658538,1.0,0,False,False,False,False
2,1,2,12,5,7,40,7.0,10,6.508151866,0.689741383,0.780658538,0.003697864,2,True,False,False,False
2,1,3,12,10,2,60,7.0,10,6.508151866,0.689741383,0.780658538,0.242275822,0,False,False,False,False
2,1,1,6,5,1,30,6.5,10,6.508151866,0.689741383,0.780658538,0.404396068,2,False,False,False,True
2,2,3,12,7,5,100,8.8,14,6.508151866,0.689741383,0.780658538,0.021978767,0,False,False,False,False
2,2,1,12,10,2,70,9.5,22,6.508151866,0.689741383,0.780658538,0.262465473,0,False,True,False,False
2,2,3,12,10,2,100,8.6,12,6.508151866,0.689741383,0.780658538,0.242275822,0,False,False,False,False
2,2,2,12,10,2,40,7.5,8,6.508151866,0.689741383,0.780658538,0.201896518,2,True,False,False,False
2,2,3,12,6,6,60,8.0,10,6.508151866,0.689741383,0.780658538,0.009875696,2,False,False,False,False
1,1,2,12,8,4,100,7.0,8,5.35542089,0.902406826,0.427234577,0.040762204,2,True,False,False,False
1,1,4,12,8,4,100,8.2,12,5.35542089,0.902406826,0.427234577,0.048914645,0,False,False,False,False
1,1,3,11,9,2,100,5.0,7,5.35542089,0.902406826,0.427234577,0.242275822,0,False,False,False,False
1,2,4,11,8,3,60,8.5,12,5.35542089,0.902406826,0.427234577,0.108861544,2,False,False,False,False
1,2,2,12,11,1,40,6.0,6,5.35542089,0.902406826,0.427234577,0.449328964,2,True,False,False,False
1,2,3,12,5,7,100,8.0,12,5.35542089,0.902406826,0.427234577,0.004437436,0,False,False,False,False
1,2,3,12,7,5,60,7.0,9,5.35542089,0.902406826,0.427234577,0.021978767,2,False,False,False,False
1,2,2,12,8,4,40,7.0,8,5.35542089,0.902406826,0.427234577,0.040762204,2,True,False,False,False
2,1,5,12,11,1,100,8.5,12,5.35542089,0.902406826,0.427234577,0.539194757,0,False,False,False,False
2,1,5,12,5,7,40,6.5,6,5.35542089,0.902406826,0.427234577,0.002958291,1,False,False,True,False
2,1,3,12,4,8,60,7.5,10,5.35542089,0.902406826,0.427234577,0.001993869,2,False,False,False,False
2,1,2,12,5,7,40,7.0,10,5.35542089,0.902406826,0.427234577,0.003697864,1,True,False,False,False
2,1,3,12,9,3,60,7.0,10,5.35542089,0.902406826,0.427234577,0.108861544,2,False,False,False,False
2,1,1,6,1,5,30,6.5,10,5.35542089,0.902406826,0.427234577,0.016484075,1,False,False,False,True
2,2,3,12,4,8,100,8.8,14,5.35542089,0.902406826,0.427234577,0.001993869,0,False,False,False,False
2,2,1,12,9,3,70,9.5,22,5.35542089,0.902406826,0.427234577,0.117933339,0,False,True,False,False
2,2,3,12,12,0,100,8.6,12,5.35542089,0.902406826,0.427234577,1.0,0,False,False,False,False
2,2,2,12,8,4,40,7.5,8,5.35542089,0.902406826,0.427234577,0.040762204,2,True,False,False,False
2,2,3,12,12,0,60,8.0,10,5.35542089,0.902406826,0.427234577,1.0,0,False,False,False,False
1,1,2,12,4,8,100,7.0,8,7.768648836,0.62746771,0.237099158,0.001661557,2,True,False,False,False
1,1,4,12,5,7,100,8.2,12,7.768648836,0.62746771,0.237099158,0.004437436,0,False,False,False,False
1,1,3,11,8,3,100,5.0,7,7.768648836,0.62746771,0.237099158,0.108861544,2,False,False,False,False
1,2,4,11,7,4,60,8.5,12,7.768648836,0.62746771,0.237099158,0.048914645,2,False,False,False,False
1,2,2,12,6,6,40,6.0,6,7.768648836,0.62746771,0.237099158,0.008229747,1,True,False,False,False
1,2,3,12,5,7,100,8.0,12,7.768648836,0.62746771,0.237099158,0.004437436,0,False,False,False,False
1,2,3,12,8,4,60,7.0,9,7.768648836,0.62746771,0.237099158,0.048914645,2,False,False,False,False
1,2,2,12,12,0,40,7.0,8,7.768648836,0.62746771,0.237099158,1.0,0,True,False,False,False
2,1,5,12,8,4,100,8.5,12,7.768648836,0.62746771,0.237099158,0.048914645,0,False,False,False,False
2,1,5,12,7,5,40,6.5,6,7.768648836,0.62746771,0.237099158,0.014652511,1,False,False,True,False
2,1,3,12,10,2,60,7.5,10,7.768648836,0.62746771,0.237099158,0.242275822,0,False,False,False,False
2,1,2,12,10,2,40,7.0,10,7.768648836,0.62746771,0.237099158,0.201896518,2,True,False,False,False
2,1,3,12,6,6,60,7.0,10,7.768648836,0.62746771,0.237099158,0.009875696,2,False,False,False,False
2,1,1,6,1,5,30,6.5,10,7.768648836,0.62746771,0.237099158,0.016484075,1,False,False,False,True
2,2,3,12,9,3,100,8.8,14,7.768648836,0.62746771,0.237099158,0.108861544,0,False,False,False,False
2,2,1,12,3,9,70,9.5,22,7.768648836,0.62746771,0.237099158,0.000970562,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,7.768648836,0.62746771,0.237099158,0.108861544,0,False,False,False,False
2,2,2,12,2,10,40,7.5,8,7.768648836,0.62746771,0.237099158,0.000335463,1,True,False,False,False
2,2,3,12,5,7,60,8.0,10,7.768648836,0.62746771,0.237099158,0.004437436,2,False,False,False,False
1,1,2,12,7,5,100,7.0,8,4.00613595,0.475253464,0.491561122,0.018315639,2,True,False,False,False
1,1,4,12,11,1,100,8.2,12,4.00613595,0.475253464,0.491561122,0.539194757,0,False,False,False,False
1,1,3,11,5,6,100,5.0,7,4.00613595,0.475253464,0.491561122,0.009875696,2,False,False,False,False
1,2,4,11,11,0,60,8.5,12,4.00613595,0.475253464,0.491561122,1.0,0,False,False,False,False
1,2,2,12,3,9,40,6.0,6,4.00613595,0.475253464,0.491561122,0.000746586,1,True,False,False,False
1,2,3,12,6,6,100,8.0,12,4.00613595,0.475253464,0.491561122,0.009875696,2,False,False,False,False
1,2,3,12,5,7,60,7.0,9,4.00613595,0.475253464,0.491561122,0.004437436,1,False,False,False,False
1,2,2,12,11,1,40,7.0,8,4.00613595,0.475253464,0.491561122,0.449328964,2,True,False,False,False
2,1,5,12,5,7,100,8.5,12,4.00613595,0.475253464,0.491561122,0.004437436,2,False,False,False,False
2,1,5,12,11,1,40,6.5,6,4.00613595,0.475253464,0.491561122,0.359463171,2,False,False,True,False
2,1,3,12,9,3,60,7.5,10,4.00613595,0.475253464,0.491561122,0.108861544,2,False,False,False,False
2,1,2,12,12,0,40,7.0,10,4.00613595,0.475253464,0.491561122,1.0,2,True,False,False,False
2,1,3,12,12,0,60,7.0,10,4.00613595,0.475253464,0.491561122,1.0,0,False,False,False,False
2,1,1,6,2,4,30,6.5,10,4.00613595,0.475253464,0.491561122,0.036685984,1,False,False,False,True
2,2,3,12,6,6,100,8.8,14,4.00613595,0.475253464,0.491561122,0.009875696,2,False,False,False,False
2,2,1,12,9,3,70,9.5,22,4.00613595,0.475253464,0.491561122,0.117933339,0,False,True,False,False
2,2,3,12,8,4,100,8.6,12,4.00613595,0.475253464,0.491561122,0.048914645,2,False,False,False,False
2,2,2,12,9,3,40,7.5,8,4.00613595,0.475253464,0.491561122,0.090717953,1,True,False,False,False
2,2,3,12,4,8,60,8.0,10,4.00613595,0.475253464,0.491561122,0.001993869,2,False,False,False,False
1,1,2,12,10,2,100,7.0,8,5.728280592,0.463486205,0.429872696,0.201896518,2,True,False,False,False
1,1,4,12,10,2,100,8.2,12,5.728280592,0.463486205,0.429872696,0.242275822,0,False,False,False,False
1,1,3,11,3,8,100,5.0,7,5.728280592,0.463486205,0.429872696,0.001993869,2,False,False,False,False
1,2,4,11,9,2,60,8.5,12,5.728280592,0.463486205,0.429872696,0.242275822,0,False,False,False,False
1,2,2,12,9,3,40,6.0,6,5.728280592,0.463486205,0.429872696,0.090717953,1,True,False,False,False
1,2,3,12,12,0,100,8.0,12,5.728280592,0.463486205,0.429872696,1.0,0,False,False,False,False
1,2,3,12,5,7,60,7.0,9,5.728280592,0.463486205,0.429872696,0.004437436,2,False,False,False,False
1,2,2,12,3,9,40,7.0,8,5.728280592,0.463486205,0.429872696,0.000746586,1,True,False,False,False
2,1,5,12,8,4,100,8.5,12,5.728280592,0.463486205,0.429872696,0.048914645,0,False,False,False,False
2,1,5,12,7,5,40,6.5,6,5.728280592,0.463486205,0.429872696,0.014652511,1,False,False,True,False
2,1,3,12,8,4,60,7.5,10,5.728280592,0.463486205,0.429872696,0.048914645,2,False,False,False,False
2,1,2,12,4,8,40,7.0,10,5.728280592,0.463486205,0.429872696,0.001661557,1,True,False,False,False
2,1,3,12,12,0,60,7.0,10,5.728280592,0.463486205,0.429872696,1.0,0,False,False,False,False
2,1,1,6,5,1,30,6.5,10,5.728280592,0.463486205,0.429872696,0.404396068,2,False,False,False,True
2,2,3,12,8,4,100,8.8,14,5.728280592,0.463486205,0.429872696,0.048914645,0,False,False,False,False
2,2,1,12,8,4,70,9.5,22,5.728280592,0.463486205,0.429872696,0.052990865,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,5.728280592,0.463486205,0.429872696,0.108861544,0,False,False,False,False
2,2,2,12,12,0,40,7.5,8,5.728280592,0.463486205,0.429872696,1.0,0,True,False,False,False
2,2,3,12,10,2,60,8.0,10,5.728280592,0.463486205,0.429872696,0.242275822,0,False,False,False,False
1,1,2,12,2,10,100,7.0,8,6.262434401,0.421491488,0.538423901,0.000335463,2,True,False,False,False
1,1,4,12,11,1,100,8.2,12,6.262434401,0.421491488,0.538423901,0.539194757,0,False,False,False,False
1,1,3,11,10,1,100,5.0,7,6.262434401,0.421491488,0.538423901,0.539194757,0,False,False,False,False
1,2,4,11,9,2,60,8.5,12,6.262434401,0.421491488,0.538423901,0.242275822,0,False,False,False,False
1,2,2,12,5,7,40,6.0,6,6.262434401,0.421491488,0.538423901,0.003697864,1,True,False,False,False
1,2,3,12,5,7,100,8.0,12,6.262434401,0.421491488,0.538423901,0.004437436,0,False,False,False,False
1,2,3,12,5,7,60,7.0,9,6.262434401,0.421491488,0.538423901,0.004437436,2,False,False,False,False
1,2,2,12,7,5,40,7.0,8,6.262434401,0.421491488,0.538423901,0.018315639,1,True,False,False,False
2,1,5,12,9,3,100,8.5,12,6.262434401,0.421491488,0.538423901,0.108861544,0,False,False,False,False
2,1,5,12,12,0,40,6.5,6,6.262434401,0.421491488,0.538423901,0.8,2,False,False,True,False
2,1,3,12,9,3,60,7.5,10,6.262434401,0.421491488,0.538423901,0.108861544,2,False,False,False,False
2,1,2,12,12,0,40,7.0,10,6.262434401,0.421491488,0.538423901,1.0,0,True,False,False,False
2,1,3,12,3,9,60,7.0,10,6.262434401,0.421491488,0.538423901,0.000895903,2,False,False,False,False
2,1,1,6,3,3,30,6.5,10,6.262434401,0.421491488,0.538423901,0.081646158,1,False,False,False,True
2,2,3,12,8,4,100,8.8,14,6.262434401,0.421491488,0.538423901,0.048914645,0,False,False,False,False
2,2,1,12,7,5,70,9.5,22,6.262434401,0.421491488,0.538423901,0.023810331,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,6.262434401,0.421491488,0.538423901,0.108861544,0,False,False,False,False
2,2,2,12,10,2,40,7.5,8,6.262434401,0.421491488,0.538423901,0.201896518,2,True,False,False,False
2,2,3,12,12,0,60,8.0,10,6.262434401,0.421491488,0.538423901,1.0,0,False,False,False,False
1,1,2,12,5,7,100,7.0,8,5.423200761,0.617905009,0.131070195,0.003697864,2,True,False,False,False
1,1,4,12,8,4,100,8.2,12,5.423200761,0.617905009,0.131070195,0.048914645,2,False,False,False,False
1,1,3,11,11,0,100,5.0,7,5.423200761,0.617905009,0.131070195,1.0,0,False,False,False,False
1,2,4,11,6,5,60,8.5,12,5.423200761,0.617905009,0.131070195,0.021978767,2,False,False,False,False
1,2,2,12,2,10,40,6.0,6,5.423200761,0.617905009,0.131070195,0.000335463,1,True,False,False,False
1,2,3,12,5,7,100,8.0,12,5.423200761,0.617905009,0.131070195,0.004437436,2,False,False,False,False
1,2,3,12,7,5,60,7.0,9,5.423200761,0.617905009,0.131070195,0.021978767,1,False,False,False,False
1,2,2,12,4,8,40,7.0,8,5.423200761,0.617905009,0.131070195,0.001661557,1,True,False,False,False
2,1,5,12,8,4,100,8.5,12,5.423200761,0.617905009,0.131070195,0.048914645,2,False,False,False,False
2,1,5,12,11,1,40,6.5,6,5.423200761,0.617905009,0.131070195,0.359463171,2,False,False,True,False
2,1,3,12,5,7,60,7.5,10,5.423200761,0.617905009,0.131070195,0.004437436,1,False,False,False,False
2,1,2,12,5,7,40,7.0,10,5.423200761,0.617905009,0.131070195,0.003697864,1,True,False,False,False
2,1,3,12,3,9,60,7.0,10,5.423200761,0.617905009,0.131070195,0.000895903,1,False,False,False,False
2,1,1,6,4,2,30,6.5,10,5.423200761,0.617905009,0.131070195,0.181706866,1,False,False,False,True
2,2,3,12,10,2,100,8.8,14,5.423200761,0.617905009,0.131070195,0.242275822,0,False,False,False,False
2,2,1,12,4,8,70,9.5,22,5.423200761,0.617905009,0.131070195,0.002160024,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,5.423200761,0.617905009,0.131070195,0.108861544,0,False,False,False,False
2,2,2,12,3,9,40,7.5,8,5.423200761,0.617905009,0.131070195,0.000746586,1,True,False,False,False
2,2,3,12,4,8,60,8.0,10,5.423200761,0.617905009,0.131070195,0.001993869,2,False,False,False,False
1,1,2,12,3,9,100,7.0,8,4.592318139,0.284107577,0.15951676,0.000746586,2,True,False,False,False
1,1,4,12,7,5,100,8.2,12,4.592318139,0.284107577,0.15951676,0.021978767,2,False,False,False,False
1,1,3,11,9,2,100,5.0,7,4.592318139,0.284107577,0.15951676,0.242275822,0,False,False,False,False
1,2,4,11,11,0,60,8.5,12,4.592318139,0.284107577,0.15951676,1.0,0,False,False,False,False
1,2,2,12,4,8,40,6.0,6,4.592318139,0.284107577,0.15951676,0.001661557,1,True,False,False,False
1,2,3,12,11,1,100,8.0,12,4.592318139,0.284107577,0.15951676,0.539194757,0,False,False,False,False
1,2,3,12,4,8,60,7.0,9,4.592318139,0.284107577,0.15951676,0.001993869,1,False,False,False,False
1,2,2,12,9,3,40,7.0,8,4.592318139,0.284107577,0.15951676,0.090717953,1,True,False,False,False
2,1,5,12,12,0,100,8.5,12,4.592318139,0.284107577,0.15951676,1.0,0,False,False,False,False
2,1,5,12,12,0,40,6.5,6,4.592318139,0.284107577,0.15951676,0.8,2,False,False,True,False
2,1,3,12,6,6,60,7.5,10,4.592318139,0.284107577,0.15951676,0.009875696,1,False,False,False,False
2,1,2,12,2,10,40,7.0,10,4.592318139,0.284107577,0.15951676,0.000335463,1,True,False,False,False
2,1,3,12,3,9,60,7.0,10,4.592318139,0.284107577,0.15951676,0.000895903,1,False,False,False,False
2,1,1,6,2,4,30,6.5,10,4.592318139,0.284107577,0.15951676,0.036685984,1,False,False,False,True
2,2,3,12,11,1,100,8.8,14,4.592318139,0.284107577,0.15951676,0.539194757,0,False,False,False,False
2,2,1,12,2,10,70,9.5,22,4.592318139,0.284107577,0.15951676,0.000436101,2,False,True,False,False
2,2,3,12,4,8,100,8.6,12,4.592318139,0.284107577,0.15951676,0.001993869,2,False,False,False,False
2,2,2,12,7,5,40,7.5,8,4.592318139,0.284107577,0.15951676,0.018315639,1,True,False,False,False
2,2,3,12,9,3,60,8.0,10,4.592318139,0.284107577,0.15951676,0.108861544,1,False,False,False,False
1,1,2,12,10,2,100,7.0,8,7.095702263,0.383538486,0.403045404,0.201896518,2,True,False,False,False
1,1,4,12,9,3,100,8.2,12,7.095702263,0.383538486,0.403045404,0.108861544,0,False,False,False,False
1,1,3,11,10,1,100,5.0,7,7.095702263,0.383538486,0.403045404,0.539194757,0,False,False,False,False
1,2,4,11,6,5,60,8.5,12,7.095702263,0.383538486,0.403045404,0.021978767,2,False,False,False,False
1,2,2,12,7,5,40,6.0,6,7.095702263,0.383538486,0.403045404,0.018315639,1,True,False,False,False
1,2,3,12,4,8,100,8.0,12,7.095702263,0.383538486,0.403045404,0.001993869,0,False,False,False,False
1,2,3,12,3,9,60,7.0,9,7.095702263,0.383538486,0.403045404,0.000895903,2,False,False,False,False
1,2,2,12,6,6,40,7.0,8,7.095702263,0.383538486,0.403045404,0.008229747,1,True,False,False,False
2,1,5,12,10,2,100,8.5,12,7.095702263,0.383538486,0.403045404,0.242275822,0,False,False,False,False
2,1,5,12,5,7,40,6.5,6,7.095702263,0.383538486,0.403045404,0.002958291,1,False,False,True,False
2,1,3,12,10,2,60,7.5,10,7.095702263,0.383538486,0.403045404,0.242275822,0,False,False,False,False
2,1,2,12,5,7,40,7.0,10,7.095702263,0.383538486,0.403045404,0.003697864,1,True,False,False,False
2,1,3,12,7,5,60,7.0,10,7.095702263,0.383538486,0.403045404,0.021978767,2,False,False,False,False
2,1,1,6,5,1,30,6.5,10,7.095702263,0.383538486,0.403045404,0.404396068,2,False,False,False,True
2,2,3,12,7,5,100,8.8,14,7.095702263,0.383538486,0.403045404,0.021978767,0,False,False,False,False
2,2,1,12,6,6,70,9.5,22,7.095702263,0.383538486,0.403045404,0.010698671,2,False,True,False,False
2,2,3,12,5,7,100,8.6,12,7.095702263,0.383538486,0.403045404,0.004437436,0,False,False,False,False
2,2,2,12,6,6,40,7.5,8,7.095702263,0.383538486,0.403045404,0.008229747,1,True,False,False,False
2,2,3,12,4,8,60,8.0,10,7.095702263,0.383538486,0.403045404,0.001993869,2,False,False,False,False
1,1,2,12,3,9,100,7.0,8,1.689262237,0.300919279,0.765452301,0.000746586,2,True,False,False,False
1,1,4,12,7,5,100,8.2,12,1.689262237,0.300919279,0.765452301,0.021978767,2,False,False,False,False
1,1,3,11,7,4,100,5.0,7,1.689262237,0.300919279,0.765452301,0.048914645,2,False,False,False,False
1,2,4,11,10,1,60,8.5,12,1.689262237,0.300919279,0.765452301,0.539194757,0,False,False,False,False
1,2,2,12,3,9,40,6.0,6,1.689262237,0.300919279,0.765452301,0.000746586,1,True,False,False,False
1,2,3,12,8,4,100,8.0,12,1.689262237,0.300919279,0.765452301,0.048914645,2,False,False,False,False
1,2,3,12,3,9,60,7.0,9,1.689262237,0.300919279,0.765452301,0.000895903,1,False,False,False,False
1,2,2,12,8,4,40,7.0,8,1.689262237,0.300919279,0.765452301,0.040762204,1,True,False,False,False
2,1,5,12,5,7,100,8.5,12,1.689262237,0.300919279,0.765452301,0.004437436,2,False,False,False,False
2,1,5,12,9,3,40,6.5,6,1.689262237,0.300919279,0.765452301,0.072574363,1,False,False,True,False
2,1,3,12,7,5,60,7.5,10,1.689262237,0.300919279,0.765452301,0.021978767,1,False,False,False,False
2,1,2,12,5,7,40,7.0,10,1.689262237,0.300919279,0.765452301,0.003697864,1,True,False,False,False
2,1,3,12,5,7,60,7.0,10,1.689262237,0.300919279,0.765452301,0.004437436,1,False,False,False,False
2,1,1,6,1,5,30,6.5,10,1.689262237,0.300919279,0.765452301,0.016484075,1,False,False,False,True
2,2,3,12,7,5,100,8.8,14,1.689262237,0.300919279,0.765452301,0.021978767,2,False,False,False,False
2,2,1,12,8,4,70,9.5,22,1.689262237,0.300919279,0.765452301,0.052990865,2,False,True,False,False
2,2,3,12,11,1,100,8.6,12,1.689262237,0.300919279,0.765452301,0.539194757,0,False,False,False,False
2,2,2,12,6,6,40,7.5,8,1.689262237,0.300919279,0.765452301,0.008229747,1,True,False,False,False
2,2,3,12,12,0,60,8.0,10,1.689262237,0.300919279,0.765452301,1.0,0,False,False,False,False
1,1,2,12,7,5,100,7.0,8,6.04255981,0.442899261,0.257063865,0.018315639,2,True,False,False,False
1,1,4,12,4,8,100,8.2,12,6.04255981,0.442899261,0.257063865,0.001993869,2,False,False,False,False
1,1,3,11,4,7,100,5.0,7,6.04255981,0.442899261,0.257063865,0.004437436,2,False,False,False,False
1,2,4,11,10,1,60,8.5,12,6.04255981,0.442899261,0.257063865,0.539194757,0,False,False,False,False
1,2,2,12,2,10,40,6.0,6,6.04255981,0.442899261,0.257063865,0.000335463,1,True,False,False,False
1,2,3,12,3,9,100,8.0,12,6.04255981,0.442899261,0.257063865,0.000895903,2,False,False,False,False
1,2,3,12,3,9,60,7.0,9,6.04255981,0.442899261,0.257063865,0.000895903,1,False,False,False,False
1,2,2,12,9,3,40,7.0,8,6.04255981,0.442899261,0.257063865,0.090717953,1,True,False,False,False
2,1,5,12,8,4,100,8.5,12,6.04255981,0.442899261,0.257063865,0.048914645,2,False,False,False,False
2,1,5,12,8,4,40,6.5,6,6.04255981,0.442899261,0.257063865,0.032609763,1,False,False,True,False
2,1,3,12,4,8,60,7.5,10,6.04255981,0.442899261,0.257063865,0.001993869,1,False,False,False,False
2,1,2,12,12,0,40,7.0,10,6.04255981,0.442899261,0.257063865,1.0,2,True,False,False,False
2,1,3,12,3,9,60,7.0,10,6.04255981,0.442899261,0.257063865,0.000895903,1,False,False,False,False
2,1,1,6,4,2,30,6.5,10,6.04255981,0.442899261,0.257063865,0.181706866,1,False,False,False,True
2,2,3,12,12,0,100,8.8,14,6.04255981,0.442899261,0.257063865,1.0,0,False,False,False,False
2,2,1,12,9,3,70,9.5,22,6.04255981,0.442899261,0.257063865,0.117933339,0,False,True,False,False
2,2,3,12,9,3,100,8.6,12,6.04255981,0.442899261,0.257063865,0.108861544,0,False,False,False,False
2,2,2,12,5,7,40,7.5,8,6.04255981,0.442899261,0.257063865,0.003697864,1,True,False,False,False
2,2,3,12,8,4,60,8.0,10,6.04255981,0.442899261,0.257063865,0.048914645,2,False,False,False,False
1,1,2,12,2,10,100,7.0,8,3.317337676,0.448402139,0.32435438,0.000335463,2,True,False,False,False
1,1,4,12,11,1,100,8.2,12,3.317337676,0.448402139,0.32435438,0.539194757,0,False,False,False,False
1,1,3,11,4,7,100,5.0,7,3.317337676,0.448402139,0.32435438,0.004437436,1,False,False,False,False
1,2,4,11,9,2,60,8.5,12,3.317337676,0.448402139,0.32435438,0.242275822,0,False,False,False,False
1,2,2,12,2,10,40,6.0,6,3.317337676,0.448402139,0.32435438,0.000335463,1,True,False,False,False
1,2,3,12,7,5,100,8.0,12,3.317337676,0.448402139,0.32435438,0.021978767,2,False,False,False,False
1,2,3,12,9,3,60,7.0,9,3.317337676,0.448402139,0.32435438,0.108861544,1,False,False,False,False
1,2,2,12,11,1,40,7.0,8,3.317337676,0.448402139,0.32435438,0.449328964,2,True,False,False,False
2,1,5,12,5,7,100,8.5,12,3.317337676,0.448402139,0.32435438,0.004437436,2,False,False,False,False
2,1,5,12,11,1,40,6.5,6,3.317337676,0.448402139,0.32435438,0.359463171,1,False,False,True,False
2,1,3,12,4,8,60,7.5,10,3.317337676,0.448402139,0.32435438,0.001993869,1,False,False,False,False
2,1,2,12,8,4,40,7.0,10,3.317337676,0.448402139,0.32435438,0.040762204,1,True,False,False,False
2,1,3,12,8,4,60,7.0,10,3.317337676,0.448402139,0.32435438,0.048914645,1,False,False,False,False
2,1,1,6,3,3,30,6.5,10,3.317337676,0.448402139,0.32435438,0.081646158,1,False,False,False,True
2,2,3,12,12,0,100,8.8,14,3.317337676,0.448402139,0.32435438,1.0,0,False,False,False,False
2,2,1,12,2,10,70,9.5,22,3.317337676,0.448402139,0.32435438,0.000436101,2,False,True,False,False
2,2,3,12,12,0,100,8.6,12,3.317337676,0.448402139,0.32435438,1.0,0,False,False,False,False
2,2,2,12,5,7,40,7.5,8,3.317337676,0.448402139,0.32435438,0.003697864,1,True,False,False,False
2,2,3,12,5,7,60,8.0,10,3.317337676,0.448402139,0.32435438,0.004437436,1,False,False,False,False
1,1,2,12,8,4,100,7.0,8,7.011310186,0.686748059,0.282954801,0.040762204,2,True,False,False,False
